;Title;Author;Type;Venue;Year;;;
;Spectrum Requirement for Efficient Wireless Communication over Vehicular Networks;E. Eze, J. Eze, S. Zhang and E. Liu;;ICAC;2018;;;
;Timely and Efficient Multihop Broadcast Scheme for Reliable Inter-Vehicular Communication;S. J. Muhammad, S. Zhang and V. Dyo;;ICAC;2018;;;
;Performance Analysis of Snort using Network Function Virtualization;M. Qayyum, W. Hamid and M. A. Shah;;ICAC;2018;;;
;Optimal Input Design for Reduction of Parameter Correlations;K. Wang, H. Yue and H. Yu;;ICAC;2018;;;
;Heuristic Algorithm Based Dynamic Scheduling Model of Home Appliances in Smart Grid;I. U. Khan, X. Ma, C. J. Taylor, N. Javaid and K. A. A. Gamage;;ICAC;2018;;;
;A Single Accelerometer-based Robust Human Activity Recognition via Wavelet Features and Ensemble Feature Selection;Y. Tian, X. Wang, P. Yang, J. Wang and J. Zhang;;ICAC;2018;;;
;Scanning Probe Lithography (SPL) Nanofabrication Approach;P. Fan and X. Luo;;ICAC;2018;;;
;Deep Learning Based Hand Gesture Recognition and UAV Flight Controls;B. Hu and J. Wang;;ICAC;2018;;;
;State Feedback controller in a closed poultry house system;I. Lahlouh, A. Elakkary and N. Sefiani;;ICAC;2018;;;
;A Fault Detection Method for Railway Point Machine Operations Based On Stacked Autoencoders;Z. Guo, H. Ye, W. Dong, X. Yan and Y. Ji;;ICAC;2018;;;
;Development of an Online Tool Condition Monitoring System for NC Machining Based on Spindle Power Signals;L. Han et al.;;ICAC;2018;;;
;Fixed-time control for upper-limb exoskeleton with bounded disturbances;Z. Gaowei, Y. Peng, W. Jie, S. Jianjun, Z. Yan and C. Lingling;;ICAC;2018;;;
;What are key components when creating an innovative Crowdsourcing business model;Y. Liu, Y. Xu and S. Qin;;ICAC;2018;;;
;Fingerprint-based Sound Source Localization Using Iterative Interpolation Method;S. Wang, P. Yang, H. Sun and M. Liu;;ICAC;2018;;;
;Robust dislocation defects region segmentation for polysilicon wafer image;H. Chen, J. Liu, S. Wang, K. Liu and P. Yang;;ICAC;2018;;;
;Robust Visual Detection for Vague Scratches defect in inhomogeneous surface;H. Chen, X. Zhang, J. Liu, H. Zhao and P. Yang;;ICAC;2018;;;
;Fault Diagnosis of High-Speed Railway Turnout Based on Convolutional Neural Network;P. Zhang, G. Zhang, W. Dong, X. Sun and X. Ji;;ICAC;2018;;;
;Convolutional Neural Network based power generation prediction of wave energy converter;C. Ni, X. Ma and Y. Bai;;ICAC;2018;;;
;Indirect remaining useful life prognostics for lithium-ion batteries;L. Li, Y. Zhu, L. Wang, D. Yue and D. Li;;ICAC;2018;;;
;An Improved Glowworm Swarm Optimization for Vehicle Scheduling in the Iron and Steel Plant Logistics;L. Zhao-Ming, Z. Fan, L. Wen-Zhe and W. Peng-Cheng;;ICAC;2018;;;
;An Intelligence Scheduling Algorithm for Multi-crane in the Steel Product Warehouse;L. Zhao-Ming, W. Peng-Cheng, L. Wen-Zhe and Z. Fan;;ICAC;2018;;;
;A self-reference scheme based on structure-texture decomposition for crack defect detection with electroluminescence images;K. Liu, K. Meng, H. Chen and P. Yang;;ICAC;2018;;;
;Sliding Mode Control for Wearable Exoskeleton based on Disturbance Observer;P. Yang et al.;;ICAC;2018;;;
;The Development of a RFID-based Smart Pipeline Tracking and Information Management System;W. Ji, M. Chen, J. Davies, Z. Xu, B. Wang and K. Sun;;ICAC;2018;;;
;Crowd Synthesis Based on Hybrid Simulation Rules for Complex Behaviour Analysis;Y. Hao, Z. Xu, Y. Liu, J. Wang and J. Fan;;ICAC;2018;;;
;Periodic Locomotion-model Recognition Based on Electromyography of Thigh Stump;L. Chen, Z. Yang, C. Zhang, J. Wang and Y. Li;;ICAC;2018;;;
;An Improved Adaptive Harmonic Detection Algorithm;Z. Li, Y. Wang and B. Cui;;ICAC;2018;;;
;Cloud Neural Algorithm based Load Frequency Control in Interconnected Power System;Z. Li, X. Li and B. Cui;;ICAC;2018;;;
;Web-based Wireless Wake-on-LAN approach for Robots;H. Aagela, T. Al-Jody and V. Holmes;;ICAC;2018;;;
;Point-to-Point Iterative Learning Control with Piecewise Constant Inputs;X. Shen, Z. Xiong and J. Zhang;;ICAC;2018;;;
;Scale Detection Based on Maximum Entropy Principle;X. Zhang, Q. Duan and H. Yang;;ICAC;2018;;;
;Impact of Membership and Non-membership Features on Classification Decision: An Empirical Study for Appraisal of Feature Selection Methods;B. Z. Abbasi, S. Hussain, S. Bibi and M. A. Shah;;ICAC;2018;;;
;A Static Hand Gesture Recognition Model based on the Improved Centroid Watershed Algorithm and a Dual-Channel CNN;X. Dong et al.;;ICAC;2018;;;
;Using Constrained NMPC to Control a Cable-Suspended Payload With Two Quadrotors;Y. Alothman and D. Gu;;ICAC;2018;;;
;Comparative Study of Eddy Current Pulsed and Long Pulse Optical Thermography for Defect Detection in Aluminium Plate;J. Zhu, Z. Wang and G. Tian;;ICAC;2018;;;
;Kullback-Leibler divergence based wind turbine fault feature extraction;Y. Wu and X. Ma;;ICAC;2018;;;
;Statistical estimation of spatio-temporal systems;V. Kadirkamanathan;;ICAC;2017;;;
;Event-triggered variance-constrained finite-horizon state estimation for discrete-time systems with redundant channels;L. Wang, Z. Wang and G. Wei;;ICAC;2017;;;
;Distributed sampled-data state estimation for sensor networks with nonuniform samplings;Q. Li, B. Shen and Z. Wang;;ICAC;2017;;;
;The enhanced model-free control of nano-positioning stage;X. Zhang and W. Zhang;;ICAC;2017;;;
;Optimization of dynamic anti-windup for planner robot systems with actuator saturation;M. Kanamori, T. Kurahashi and M. Noguchi;;ICAC;2017;;;
;Multipath estimation using an intelligent optimization algorithm with non-Gaussian noise;L. Cheng, H. Yue, G. Xie and M. F. Ren;;ICAC;2017;;;
;Dynamic modelling and simulation of a combined-cycle power plant integration with thermal energy storage;D. Li, Y. Hu, W. He and J. Wang;;ICAC;2017;;;
;Novel models for the extension pneumatic muscle actuator performances;A. Al-Ibadi, S. Nefti-Meziani and S. Davis;;ICAC;2017;;;
;A stochastic shortest-path MDP model with dead ends for operating rooms planning;J. Zhang, M. Dridi and A. E. Moudni;;ICAC;2017;;;
;A clustering approach to triage categorization in A&E departments;W. Liu, Z. Wang, X. Liu, W. Yue and D. Bell;;ICAC;2017;;;
;H∞ state estimation for discrete time-delayed stochastic genetic regulatory networks with known sojourn probabilities;X. Wan, Z. Wang and C. Ren;;ICAC;2017;;;
;Complex event processing for RFID-enabled retail store;S. Peng, J. He, H. Yu and S. Cang;;ICAC;2017;;;
;Recursive filtering for two-dimensional systems with missing measurements subject to uncertain probabilities;F. Wang, J. Liang and X. Liu;;ICAC;2017;;;
;Nanolithography: Status and challenges;R. M. M. Hasan and X. Luo;;ICAC;2017;;;
;A dynamic deformation based lubrication model between the piston rings and cylinder liner;G. Li, F. Gu, T. Wang, X. Lu, R. Zhang and A. Ball;;ICAC;2017;;;
;A review of crowdsourcing technology for product design and development;X. Niu and S. Qin;;ICAC;2017;;;
;DMP and GMR based teaching by demonstration for a KUKA LBR robot;A. Hewitt, C. Yang, Y. Li and R. Cui;;ICAC;2017;;;
;Effects of abrasive grit shape on grinding performance;X. Chen, L. Li and Q. Wu;;ICAC;2017;;;
;Investigating the capability of precision in robotic grinding;M. Sufian, X. Chen and D. Yu;;ICAC;2017;;;
;Neural learning and Kalman filtering enhanced teaching by demonstration for a Baxter robot;C. Li, C. Yang, J. Wan, A. Annamalai and A. Cangelosi;;ICAC;2017;;;
;Indoor object recognition using pre-trained convolutional neural network;X. Ding et al.;;ICAC;2017;;;
;Analysis of the sitting posture comfort based on motion capture system and JACK software;T. Qing, K. Jinsheng, S. Wen-lei, W. Shou-dong and L. Zhao-bo;;ICAC;2017;;;
;Feature matching for underwater image via superpixel tracking;S. Zhang, J. Dong and H. Yu;;ICAC;2017;;;
;Digital image classification and detection using a 2D-NARX model;C. Beltran Perez and H. -L. Wei;;ICAC;2017;;;
;Band selection in sentinel-2 satellite for agriculture applications;T. Zhang, J. Su, C. Liu, W. -H. Chen, H. Liu and G. Liu;;ICAC;2017;;;
;The identification of shaft current induced defects on rolling bearings in wind turbine generators;L. Li, G. Wang, W. Deng, X. Tang, F. Gu and A. D. Ball;;ICAC;2017;;;
;Contribution plots based fault diagnosis of a multiphase flow facility with PCA-enhancec canonical variate analysis;R. Tan and Y. Cao;;ICAC;2017;;;
;Early detection of rolling bearing faults using an auto-correlated envelope ensemble average;Y. Xu, X. Tang, F. Gu, A. D. Ball and J. X. Gu;;ICAC;2017;;;
;Monitoring gearbox using a wireless temperature node powered by thermal energy harvesting module;B. Elforjani, Y. Xu, K. Brethee, Z. Wu, F. Gu and A. Ball;;ICAC;2017;;;
;Planetary gearbox fault diagnosis using an on-rotor MEMS accelerometer;Z. Mones, Q. Zeng, L. Hu, X. Tang, F. Gu and A. D. Ball;;ICAC;2017;;;
;Planetary gear fault diagnosis based on instantaneous angular speed analysis;Q. Zeng, M. Zainab, Y. Shao, F. Gu and A. D. Ball;;ICAC;2017;;;
;A software simulator of discrete pulse-coupled oscillators (PCO) time synchronization in wireless sensor networks;Y. Zong, X. Dai and Z. Gao;;ICAC;2017;;;
;Effective task migration to reduce execution time in mobile cloud computing;S. Saha and M. S. Hasan;;ICAC;2017;;;
;A SVM-based detection approach for GPS spoofing attacks to UAV;G. Panice et al.;;ICAC;2017;;;
;Probability model-based on-demand query processing for wireless sensor networks database;N. Al-Hoqani, S. Yang and D. P. Fiadzeawu;;ICAC;2017;;;
;Improving malware detection time by using RLE and N-gram;F. Mira, W. Huang and A. Brown;;ICAC;2017;;;
;A noncontact-sensor surveillance system towards assisting independent living for older people;Y. Wang, S. Cang and H. Yu;;ICAC;2017;;;
;Parametric decoupling control strategy for a class of nonlinear uncertain systems via observer-based output feedback;Q. Zhang and X. Yin;;ICAC;2017;;;
;Model predictive control for unconstrained polytopic systems under try-once-discard protocol;Y. Song, Z. Wang and G. Wei;;ICAC;2017;;;
;Nonlinear dynamic predictive model selection and interference using information criteria;Y. Gu, H. Wei and M. A. Balikhin;;ICAC;2017;;;
;Suboptimal control for time-varying systems with stochastic communication protocol: The finite-horizon case,;Y. Yuan, Z. Wang and P. Zhang;;ICAC;2017;;;
;Token passing techniques to support real time communications on WTPN used for industrial control applications;T. Karimireddy, S. Zhang and M. Reddy;;ICAC;2017;;;
;Adaptive engine optimisation using NSGA-II and MODA based on a sub-structured artificial neural network;S. Guo, M. Dooner, J. Wang, H. Xu and G. Lu;;ICAC;2017;;;
;Short-term stock price forecasting based on similar historical patterns extraction;Xinxin Yao and H. -L. Wei;;ICAC;2017;;;
;Empirical analysis of assistive technology support to the people with dementia;I. Asghar, S. Cang and H. Yu;;ICAC;2017;;;
;Iris recognition system in smartphones using light version (LV) recognition algorithm;S. A. Ali, M. A. Shah, T. A. Javed, S. M. Abdullah and M. Zafar;;ICAC;2017;;;
;An IoT based robust healthcare model for continuous health monitoring;Z. U. Abideen and M. A. Shah;;ICAC;2017;;;
;IoT based ransomware growth rate evaluation and detection using command and control blacklisting;A. Zahra and M. A. Shah;;ICAC;2017;;;
;Integrated systems for urine flow measurement: A critical review;R. Arshad, H. Yu and S. McLaughlin;;ICAC;2017;;;
;A study on creative elements detection in application domain workflow based on educational psychology theories;Q. Liu, H. Che, L. Zou, H. Yang, C. Zhang and L. Liu;;ICAC;2017;;;
;Towards a cost-effective design of a meat supply chain: A multi-criteria optimization model,;A. Mohammed, Q. Wang and M. Filip;;ICAC;2017;;;
;Towards an understanding of microservices;D. Shadija, M. Rezai and R. Hill;;ICAC;2017;;;
;The distribution and development of wind resources in China;W. Sun, L. Cao, Q. Tao and J. Zhou;;ICAC;2017;;;
;An overview of robotics and autonomous systems for harsh environments;C. Wong, E. Yang, X. Yan and D. Gu;;ICAC;2017;;;
;Review of machine vision-based electronic travel aids;Z. Fei, E. Yang, H. Hu and H. Zhou;;ICAC;2017;;;
;Wavelet-based texture model for crowd dynamic analysis;J. Wang, Z. Xu, Y. Cao and Y. Xu;;ICAC;2017;;;
;An Asus_xtion_probased indoor MAPPING using a Raspberry Pi with Turtlebot robot Turtlebot robot;H. Aagela, M. Al-Nesf and V. Holmes;;ICAC;2017;;;
;Identifying tree species from google earth imagery: Detection of Palmyra trees in northern Sri Lanka;T. Javed, K. Kamal and S. Mathavan;;ICAC;2017;;;
;An effective video processing pipeline for crowd pattern analysis;Y. Hao, Z. Xu, J. Wang, Y. Liu and J. Fan;;ICAC;2017;;;
;Evaluation of the quality of a spot welding electrode using active illumination by image segmentation;A. Abdulhadi and A. Ahtaiba;;ICAC;2017;;;
;Fault diagnosis of centrifugal pumps based on the intrinsic time-scale decomposition of motor current signals;S. Alabied, O. Hamomd, A. Daraz, F. Gu and A. D. Ball;;ICAC;2017;;;
;Partial discharge localization based on received signal strength;H. Mohamed et al.;;ICAC;2017;;;
;Vibration based centrifugal pump fault diagnosis based on modulation signal bispectrum analysis;O. Hamomd, S. Alabied, Y. Xu, A. Daraz, F. Gu and A. Ball;;ICAC;2017;;;
;The validation of an ACS-SSI based online condition monitoring for railway vehicle suspension systems using a SIMPACK model;F. Liu, F. Gu, A. D. Ball, Y. Zhao and B. Peng;;ICAC;2017;;;
;Process incipient fault detection using canonical variate analysis;K. E. Pilario and Y. Cao;;ICAC;2017;;;
;Evaluating state of information systems failure in developing countries using ITPOSMO model;Y. Alduraywish, Y. Xu and K. Salonitis;;ICAC;2017;;;
;Information-centric networking: A review on futuristic networks;M. Awais and M. A. Shah;;ICAC;2017;;;
;Opportunities for transmission power control protocols in wireless sensor networks;J. B. Hughes, P. Lazaridis, I. Glover and A. Ball;;ICAC;2017;;;
;"""Cognitive radio technology assisted vehicular ad-hoc networks (VANETs): Current status, challenges, and research trends";J. Eze, S. Zhang, E. Liu and E. Eze;;ICAC;2017;;;
;Achieving reliable communication in vehicular ad-hoc networks (VANETs): A survey;E. Eze, S. Zhang, E. Liu, S. Muhammad and J. Eze;;ICAC;2017;;;
;A new cross layer MAC protocol for data forwarding in underwater acoustic sensor networks;A. Wahid, I. Ullah, O. A. Khan, A. W. Ahmed and M. A. Shah;;ICAC;2017;;;
;Design of intelligent control system for rice whitening machine;J. Zhou, H. Yue, Y. Zhang and C. Xiao;;ICAC;2017;;;
;A modified iteratively reweighted correlation analysis algorithm for robust parameter estimation of output error systems with colored heavy-tailed noises;Q. Jin, Y. Xing, B. Jiang and X. Du;;ICAC;2017;;;
;A modified BBO algorithm and its application for identifying Hammerstein system under heavy-tailed noises;N. Yang and Q. Jin;;ICAC;2017;;;
;PID controller tuning using multi-objective ant colony optimization applied to TCP/AQM networks;S. Chebli, A. Elakkary and N. Sefiani;;ICAC;2017;;;
;PID parameters optimization using ant-colony algorithm for human heart control;M. Aabid, A. Elakkary and N. Sefiani;;ICAC;2017;;;
;NARX models for prediction of reheater fouling;S. A. Kumari and S. Srinivasan;;ICAC;2017;;;
;Estimation of LTR rollover index for a high-sided tractor semitrailer vehicle under extreme crosswind conditions through dynamic simulation;A. Abdulwahab and R. Mishra;;ICAC;2017;;;
;Cooperative project by self-bending continuum arms;A. Al-Ibadi, S. Nefti-Meziani and S. Davis;;ICAC;2017;;;
;Multimodal sentiment analysis and context determination: Using perplexed Bayes classification;P. Gupta, T. Mehrotra, A. Bansal and B. Kumari;;ICAC;2017;;;
;Restoration of an AFM height image using a deflection image at different scanning speeds;A. Ahtaiba, A. Abdulhadi, H. Amreiz, O. Imrayed and M. Darwish;;ICAC;2017;;;
;Inferential modelling and decision making with data;J. -B. Yang and D. -L. Xu;;ICAC;2017;;;
;State-of-the-art forecasting algorithms for microgrids;J. Ma and X. Ma;;ICAC;2017;;;
;Road crack detection using the particle filter;N. Hassan, S. Mathavan and K. Kamal;;ICAC;2017;;;
;Extracting Spatio-Temporal Texture signatures for crowd abnormality detection;Y. Hao, J. Wang, Y. Liu, Z. Xu and J. Fan;;ICAC;2017;;;
;Towards a sustainable manufacturing system design: A multi-objective optimization model;R. Nujoom, Q. Wang and A. Mohammed,;;ICAC;2017;;;
;Survey on artificial intelligence for additive manufacturing;J. Yang, Y. Chen, W. Huang and Y. Li;;ICAC;2017;;;
;Expedient identification of the dynamics of ball-screw drives using online-validation;A. Hatwesh, S. Fletcher, A. Longstaff, W. Pan and F. Gu;;ICAC;2017;;;
;Research on the design of the continuous slot-restriction aerostatic thrust bearing;G. Wang, H. Yu, G. Zhang, Y. Cao and Z. Zhao;;ICAC;2017;;;
;Cathode design for precision electrochemical machining of straight teeth face gear;Q. Fan, K. Cheng, Y. Cao and L. Huang;;ICAC;2017;;;
;IoT based smart home: Security challenges, security requirements and solutions;W. Ali, G. Dustgeer, M. Awais and M. A. Shah;;ICAC;2017;;;
;A survey of internet of things, enabling technologies and protocols;M. Junaid, M. A. Shah and I. A. Satti;;ICAC;2017;;;
;Smart city: A roadmap towards implementation;F. Malik and M. A. Shah;;ICAC;2017;;;
;Enhanced user preference based intelligent scheduling algorithm (E-UPISA);R. Kamal, M. A. Shah, N. Hafeez and A. Hanif;;ICAC;2017;;;
;Software defined networks: An analysis on robust security practices;T. Bilal, Z. Faiz and M. A. Shah;;ICAC;2017;;;
;Authentication analysis using input gestures in touch-based mobile devices;A. U. Rehman, M. Awais and M. A. Shah;;ICAC;2017;;;
;Fault detection of rolling element bearings using the frequency shift and envelope based compressive sensing;X. Tang, Y. Xu, F. Gu, A. D. Ball and G. Wang;;ICAC;2017;;;
;A survey of link quality properties related to transmission power control protocols in wireless sensor networks;J. B. Hughes, P. Lazaridis, I. Glover and A. Ball;;ICAC;2017;;;
;Wavelet packet analysis and empirical mode decomposition for the fault diagnosis of reciprocating compressors;U. E. Muo, M. Madamedon, A. D. Ball and F. Gu;;ICAC;2017;;;
